address,area,Sum of avg_order_value,Sum of customer_id,customer_name,customer_segment,email,Sum of phone,Sum of pincode,Year,Quarter,Month,Day,Sum of total_orders
"H.No. 56
Date Circle
Uluberia-147880",Panvel,1468.98,3872421,Ladli Saran,Premium,virkfalak@example.com,919969818495,973220,2023,Qtr 3,July,6,3
"H.No. 56, Brahmbhatt Zila
Jhansi-815364",Gulbarga,678.24,33533919,Anamika Ghosh,New,lakshit76@example.org,914421448140,777861,2024,Qtr 4,October,22,3
"H.No. 56, Chahal Marg
Hosur 232465",Mira-Bhayandar,936.66,15830066,Rishi Krishnan,New,anvimerchant@example.net,915565332468,652139,2024,Qtr 4,October,18,19
"H.No. 56, Nigam Ganj
Panipat 241216",Yamunanagar,430.08,59545278,Yagnesh Randhawa,New,chahalaarav@example.org,919373575587,270678,2024,Qtr 4,October,28,16
"H.No. 560
Dass Nagar, Kota-609570",Tiruchirappalli,495.67,38748727,Raghav Nath,New,bmani@example.net,918239306340,573755,2024,Qtr 3,August,4,4
"H.No. 563, Din Ganj, Aligarh-043634",Danapur,1956.03,13465850,Anmol Koshy,Premium,nitesh46@example.org,913400835234,441097,2023,Qtr 3,September,26,6
"H.No. 565
Sura Ganj
Jaunpur-709356",Indore,942.14,79607319,Tanay Prabhakar,New,loyalluke@example.net,915364222165,988411,2023,Qtr 3,August,31,6
"H.No. 566, Parmar
Medininagar-071397",Kharagpur,937.66,89412038,Ekansh Nagi,New,aarinirau@example.com,914575701999,198327,2023,Qtr 3,September,9,7
"H.No. 567, Mutti Road, Hajipur 158460",Faridabad,1202.51,59240916,Ronith Murthy,Inactive,jgulati@example.com,915435574216,730723,2023,Qtr 3,August,19,6
"H.No. 569, Narain Marg
Hosur-065127",Nandyal,1518.76,62742184,Gabriel Luthra,Premium,qasim85@example.net,915215652918,575266,2023,Qtr 4,October,21,15
"H.No. 57
Baral Road
Dhanbad-870742",Raurkela Industrial Township,1655.6,84287579,Amrita Borde,Premium,orajagopalan@example.org,910362362142,625329,2023,Qtr 4,November,14,4
"H.No. 57
Goda Chowk, Pimpri-Chinchwad 391055",Ghaziabad,1395.84,47618810,Ekalinga Mandal,Inactive,avi52@example.net,915348918656,423916,2024,Qtr 2,May,27,17
"H.No. 57
Mander Ganj
Katni-110592",Thoothukudi,1763.76,53538932,Quincy Nanda,Premium,maya02@example.com,919603784118,932768,2023,Qtr 2,May,11,9
"H.No. 57
Raval Street
Kharagpur-806830",Thoothukudi,619.56,50680889,Warda Karan,New,yashawininazareth@example.org,914346200740,99859,2024,Qtr 1,February,22,1
"H.No. 57, Bains Street
Dewas-995261",Jalna,1022.99,59815512,Teerth Seshadri,Regular,jeet97@example.com,911858634888,92916,2023,Qtr 4,November,11,16
"H.No. 570
Kulkarni Marg, Berhampur-762758",Motihari,1739.58,59141605,Saksham Kala,New,triyadutt@example.net,913335741144,58086,2024,Qtr 3,July,10,15
"H.No. 571
Borah Marg
Sri Ganganagar-467229",Aligarh,1230.38,5751638,Xiti Wagle,New,darshmunshi@example.net,916525678909,589333,2024,Qtr 3,September,11,14
"H.No. 571, Barad Path, Siliguri 766713",Bhagalpur,1381.26,17681645,Maanav Bhat,Premium,zayan80@example.net,915044455558,392367,2023,Qtr 4,December,21,15
"H.No. 571, De Chowk, Rampur-364379",Jabalpur,1923.68,90372221,Rajeshri Hayre,Regular,pahal62@example.com,919263387366,262984,2023,Qtr 2,May,30,6
"H.No. 573, Comar Road, Proddatur-125060",Kamarhati,599.99,20148223,Manbir Dua,Inactive,schar@example.org,910841775043,675142,2023,Qtr 2,May,26,5
"H.No. 575, Borah Marg
Salem-633370",Dibrugarh,324.92,53025962,Sai Mandal,Premium,narangsai@example.org,917245639777,95444,2024,Qtr 2,June,13,10
"H.No. 575, Sahni Chowk
Mau-744949",Danapur,992.9,62721353,Jagdish Bora,Regular,warhi76@example.org,917826110440,694263,2024,Qtr 4,October,12,13
"H.No. 575, Tailor Road, Loni-288467",Adoni,420.89,70820304,Advik Butala,Premium,deygirindra@example.net,910109249339,918082,2024,Qtr 1,January,17,13
"H.No. 578
Gaba Zila
Nagercoil-822965",Howrah,1378.87,57081917,Nidra Choudhary,Inactive,htiwari@example.net,914316153012,420892,2023,Qtr 4,December,16,6
"H.No. 578, Dugal Zila, Chinsurah 373691",Unnao,557.19,12799092,William Sarkar,Inactive,vsridhar@example.net,916570933625,817262,2024,Qtr 2,May,19,5
"H.No. 578, Sharma Path, Jhansi 265422",Srikakulam,545.71,28173165,Gayathri Padmanabhan,Inactive,william12@example.net,911080434470,743644,2023,Qtr 3,August,9,15
"H.No. 579
Bala Zila
Durgapur 493585",Jalna,1582.43,22161071,Arunima Deol,New,dhruvlala@example.org,913157281420,571163,2023,Qtr 2,June,30,7
"H.No. 58
Cherian Zila
Dhule 851724",Visakhapatnam,1158.27,243838,Sudiksha Nagar,New,chandanikrish@example.net,913688907644,865844,2024,Qtr 2,May,16,11
"H.No. 58
Talwar, Udupi-285349",Ratlam,244.31,18326028,Lekha Bakshi,Inactive,chakradharganesh@example.com,910594752331,685813,2024,Qtr 2,April,10,3
"H.No. 581
Bawa Path
Ichalkaranji-554765",Malda,358.46,13424885,Azaan Modi,Premium,pandyaarya@example.org,911217455831,905782,2024,Qtr 1,January,14,8
"H.No. 581
Prabhakar Road, Morena 912519",Madhyamgram,1774.41,78868716,Sai Chhabra,Inactive,mahika95@example.net,912345303128,179333,2023,Qtr 4,December,10,5
"H.No. 586
Jha Nagar
Singrauli-552485",Jehanabad,1367.8,92509376,Sudiksha Dutta,Regular,gayathri09@example.org,913768208977,260252,2024,Qtr 3,September,3,15
"H.No. 586, Sawhney Zila
Jamnagar-849026",Tezpur,1171.07,15599514,Yashodhara Magar,Regular,jeetbansal@example.org,913660608773,170702,2023,Qtr 2,April,18,20
"H.No. 59
Amble
Pali 954401",Maheshtala,1610.07,26936578,Lavanya Bawa,Regular,riya23@example.net,917015746909,200144,2024,Qtr 2,April,5,5
"H.No. 59
Apte Chowk, Tiruvottiyur-913801",Erode,1380.08,38613642,Ishani Pandya,Regular,wahab57@example.net,910518544814,325134,2024,Qtr 4,November,3,16
"H.No. 59, Bava Ganj, Anantapur 847660",Bhatpara,690.19,96583772,Ekta Sane,New,jtank@example.com,912168390459,675854,2023,Qtr 4,November,19,8
"H.No. 590
Sidhu Ganj
Vijayawada-873377",Ludhiana,233.12,70615775,Abdul Narang,Inactive,tmannan@example.org,911142878185,912652,2024,Qtr 1,January,7,15
"H.No. 592
Vyas Path, Narasaraopet 538104",Ichalkaranji,1677.24,99643057,Avni Lad,Inactive,vohratanveer@example.org,915454861960,931414,2024,Qtr 4,November,1,4
"H.No. 592, Gour Marg
Bettiah-550001",Tumkur,1250.37,35705377,Wahab Bobal,Regular,ybajaj@example.net,916852008649,31549,2023,Qtr 2,April,26,8
"H.No. 593
Mangat Street
Nagpur-588651",Pali,927.07,26844216,Yochana Babu,Premium,sibalmaya@example.com,917007237157,245058,2024,Qtr 2,June,7,16
"H.No. 593
Pillay Street
Karimnagar-329110",Sangli-Miraj & Kupwad,1896.2,80833965,Irya Brar,Inactive,semrachana@example.com,913383231107,268118,2023,Qtr 3,September,5,13
"H.No. 595
Prasad Zila, Purnia 798149",Bidar,1118.55,46875863,Charita Anne,Regular,rajeshri43@example.net,911413303587,158018,2023,Qtr 4,October,14,8
"H.No. 597
Johal Ganj, Bhilwara 123696",Rohtak,1748.41,15043066,Bakhshi Majumdar,Inactive,mittalaarini@example.com,914631697976,707096,2024,Qtr 1,February,12,2
"H.No. 599
Menon Path, Kalyan-Dombivli 164642",Guntur,1144.21,88965399,Darsh Sura,Regular,yachanabalakrishnan@example.net,915674743154,563500,2024,Qtr 2,May,28,3
"H.No. 599, Saran Street, Guwahati-654856",Kulti,1599.19,39354312,Chatresh Andra,Premium,gmorar@example.net,918970441806,154452,2023,Qtr 3,September,22,4
"H.No. 599, Srivastava Road
Shimoga-070708",Guwahati,1881.19,54216497,Mohini Pandya,New,turvisani@example.com,917593328430,44806,2024,Qtr 3,July,7,13
"H.No. 60
Brahmbhatt Nagar, Bharatpur 479957",Arrah,541.94,70966268,Odika Mahal,New,vasanaram@example.com,919037595985,757376,2023,Qtr 4,October,3,15
"H.No. 60
Garde Zila
Bikaner-229719",Kavali,1790.22,62816600,Gagan Kumar,Inactive,karajhalak@example.org,913938766347,243459,2024,Qtr 2,April,24,2
"H.No. 60
Yogi Path
Salem 323686",Bathinda,1402.36,38496400,Dhruv Bakshi,Premium,mohinibhargava@example.com,919353152162,939391,2024,Qtr 1,March,25,11
"H.No. 60, Narain Chowk
Sirsa 944864",Bareilly,1234,51872499,Nakul Banerjee,Premium,sanghayashoda@example.org,910473581550,264965,2024,Qtr 2,April,11,1
"H.No. 600, Raghavan Marg
Phusro-731120",Agra,1202.89,88923048,Nandini Narula,Premium,michaelyogi@example.com,915890508204,64983,2024,Qtr 3,July,23,4
"H.No. 601
Halder Street
Sri Ganganagar 570259",Aizawl,447.55,81160474,Adweta Gokhale,Premium,upkaar63@example.net,919858713408,841396,2023,Qtr 3,August,2,19
"H.No. 603
Venkataraman Nagar, South Dumdum 271814",North Dumdum,1751.77,99695529,Charvi Tripathi,New,srivastavalipika@example.net,912429878823,159869,2023,Qtr 2,April,11,12
"H.No. 604, Kata Road
Khandwa 364539",Jamshedpur,603.44,5607734,Riya Batta,Premium,mandermitesh@example.net,913704344104,260720,2024,Qtr 3,September,1,8
"H.No. 605, Raval Street, Gudivada-682740",Saharsa,1671.53,22293666,Gopal Kumar,New,imaran02@example.net,916532818859,447206,2023,Qtr 2,April,9,2
"H.No. 606, Parekh Chowk, Erode-615948",Nagpur,313.25,93563435,Siya Sandhu,New,hemalwagle@example.com,918289184451,854006,2024,Qtr 3,August,28,9
"H.No. 607
Kar Nagar, Maheshtala 129369",Gwalior,1364.9,45659330,Jackson Sandal,New,leena40@example.net,913923091063,236335,2024,Qtr 3,July,28,19
"H.No. 608
Dhawan Ganj
Nizamabad 291392",Avadi,321.8,82594354,Harinakshi Sule,Regular,ocontractor@example.net,919987025776,345071,2024,Qtr 1,January,4,7
"H.No. 61
Khare Circle
Ratlam 115891",Bhiwani,1403.68,81102955,Pushti Naidu,Premium,darairya@example.org,911671525132,804911,2024,Qtr 3,July,12,16
"H.No. 61, Banerjee Road, Kishanganj 372960",Bhusawal,865.72,22974816,Ekantika Muni,Premium,naikyatin@example.org,913194321638,182024,2024,Qtr 1,January,8,1
"H.No. 61, Contractor Chowk, Meerut-839492",Tezpur,1844.21,22846435,Jackson Shenoy,Inactive,gopalkrishnamurthy@example.net,913964391284,358841,2023,Qtr 3,July,15,12
"H.No. 61, Mall Path, Gangtok-253081",Kota,502.79,92843141,Mekhala Seshadri,Premium,shethchakradhar@example.com,916092001301,595099,2023,Qtr 2,April,2,1
"H.No. 610
Karan Zila
Cuttack-600633",Tezpur,1984.56,35455991,Aryan Balakrishnan,New,sibalamruta@example.net,913887801412,504712,2023,Qtr 2,April,2,14
"H.No. 610, Setty Ganj
Katni 609504",Kalyan-Dombivli,888.43,72359843,Leena Kala,Premium,rrai@example.com,913748437216,739018,2024,Qtr 3,September,24,18
"H.No. 611, Karpe Nagar, Chinsurah 132815",Bathinda,1590.11,8513589,Ishaan Nayak,New,odika51@example.net,912532228833,645238,2024,Qtr 1,February,8,6
"H.No. 614, Sehgal Path
Akola-450080",Phagwara,449.79,13284996,Irya Dayal,Regular,shamanbir@example.org,914376337070,363237,2024,Qtr 2,April,11,9
"H.No. 62
Ahluwalia, Salem 308338",North Dumdum,464.33,44198187,Charvi Lanka,Regular,vrishti63@example.com,917026087711,234734,2024,Qtr 1,March,16,13
"H.No. 62
Chand Path
Bhimavaram 617653",Kottayam,1807.56,66023110,Joshua Mishra,New,imaranchana@example.com,918833868907,636641,2023,Qtr 4,November,3,20
"H.No. 62
Padmanabhan Road
Raebareli 131857",Bhind,861.55,33034249,Lavanya Hari,Inactive,aarini44@example.org,911138185119,684458,2024,Qtr 4,October,19,5
"H.No. 62
Talwar Zila, Rampur-538869",Katni,1001.64,30455484,Lajita Ravel,New,agateamrita@example.com,917635370470,819570,2023,Qtr 2,May,8,2
"H.No. 62, Khalsa Chowk
Ghaziabad-756275",Karaikudi,1834.58,82770142,Balveer Brar,New,yashica30@example.org,915482011794,719292,2024,Qtr 3,September,8,2
"H.No. 62, Singh Nagar, Srikakulam 903827",North Dumdum,476.34,28876580,Udant Doshi,Inactive,pradhanzayyan@example.org,915300616858,638995,2023,Qtr 4,December,18,15
"H.No. 620
Dube Chowk
Katni-733668",Kishanganj,211.3,32564478,Ekbal Dubey,Premium,wsrinivasan@example.com,910924609236,330178,2024,Qtr 2,June,24,5
"H.No. 620
Krishnamurthy Nagar, Pudukkottai-019414",Gopalpur,1861.66,43367112,Chasmum Ramesh,New,jom@example.com,913254450285,276624,2023,Qtr 4,December,14,19
"H.No. 625
Bhat Zila, Sambhal 832470",Pune,500.75,37227953,Madhav Raghavan,Inactive,iacharya@example.org,919920618347,970382,2024,Qtr 3,September,11,4
"H.No. 626, Bhat Chowk
Bhimavaram 375258",Dhule,1431.95,68965787,Ekavir Agate,Premium,yahvikumar@example.org,911690178919,571328,2024,Qtr 4,October,9,19
"H.No. 626, Gopal Ganj
Jaipur-952980",Machilipatnam,1241.57,86487478,Ojas Gour,Premium,qarin92@example.net,914421929794,955200,2024,Qtr 1,January,9,20
"H.No. 629
Shroff Nagar
Lucknow 170677",Udaipur,332.4,53624677,Varenya Ganesh,New,beraaarav@example.org,914260566556,488900,2023,Qtr 4,December,21,10
"H.No. 63
Badami, Deoghar-639198",Fatehpur,1782.61,89157395,Tanmayi Saraf,Premium,doctorpraneel@example.com,913266461471,783489,2024,Qtr 3,September,28,6
"H.No. 63
Bir
Asansol-254295",Surendranagar Dudhrej,1055.6,14255231,Advika Taneja,Inactive,kapoornikita@example.com,919586231995,516962,2023,Qtr 2,June,18,17
"H.No. 63
Iyer
Sangli-Miraj & Kupwad-906471",Durgapur,538.66,14330483,Vasatika Konda,Premium,kaurishwar@example.org,917210695462,943453,2023,Qtr 3,August,4,12
"H.No. 63
Sarkar Circle
Orai 521594",Bidhannagar,541.33,89617089,Kamala Apte,New,warjasnayar@example.org,913898334323,710095,2024,Qtr 2,April,20,9
"H.No. 63
Viswanathan Circle, Medininagar 960193",Fatehpur,1933.7,18567760,Ethan Natarajan,Regular,semnakul@example.net,917721352796,321200,2024,Qtr 2,May,28,13
"H.No. 63, Pau Nagar
Erode-421681",Panihati,241.81,61763552,Gopal Parikh,Inactive,quincykanda@example.net,912838620994,82019,2023,Qtr 2,May,22,5
"H.No. 63, Sastry Path, Jalgaon 107058",Tirupati,1390.49,88873916,Daniel Reddy,New,urmi43@example.net,911623298263,230835,2023,Qtr 3,September,21,16
"H.No. 638, Sastry Circle, Jodhpur-063579",Sambhal,939.36,43599910,Oviya Swaminathan,Premium,nazarethnaksh@example.com,913137315904,529673,2024,Qtr 4,October,3,8
"H.No. 639
Chowdhury Path, Tadepalligudem-993818",Warangal,1179.29,89950235,Aarav Dayal,Premium,darsh33@example.net,912975749481,334280,2023,Qtr 4,December,24,13
"H.No. 64
Arora Nagar, Dhanbad-111725",Bhiwandi,409.51,10541231,Dayita Yadav,Premium,dalajasekhon@example.net,917085625074,94381,2024,Qtr 3,July,17,14
"H.No. 641
Sarma Road, Raipur 677944",Singrauli,1678.77,41194825,Mekhala Shah,Regular,patlaanjali@example.com,918756063035,711877,2023,Qtr 4,October,26,19
"H.No. 642
Dewan Circle, Bhiwani-554746",Morbi,1954.12,95736310,Bishakha Vora,Premium,sinhasudiksha@example.com,914684203915,759352,2024,Qtr 1,January,8,11
"H.No. 643
Hayer Road, Saharanpur 338478",Gandhinagar,1662.37,84929351,Charvi Kala,Regular,geetika61@example.com,917266341043,169345,2023,Qtr 4,December,7,14
"H.No. 647, Kade Nagar, Bhiwani-273365",Morbi,429.36,21553672,Udyati Puri,New,rsarin@example.org,917996660006,278827,2024,Qtr 2,April,19,1
"H.No. 648, Morar Road
Dharmavaram-350890",Ludhiana,1589.25,49050014,Chanakya Mukhopadhyay,Premium,edhithashetty@example.net,913908121924,610068,2023,Qtr 4,November,15,8
"H.No. 65
Balakrishnan Nagar
Ambarnath-424723",Danapur,679.32,25850478,Jeevika Taneja,Inactive,barkha46@example.net,915246025546,112691,2024,Qtr 2,April,5,2
"H.No. 65
Dani, Bareilly-865864",Bellary,1275.29,38902193,Yutika Sandhu,New,radhaperi@example.com,919333362800,953914,2024,Qtr 3,August,8,6
"H.No. 65, Gill Circle, Sambhal-800756",Rourkela,229.76,4789829,Balvan Shah,Regular,fbala@example.net,911177117983,313467,2024,Qtr 4,November,2,6
"H.No. 65, Halder, Amravati 316229",Aurangabad,1247.37,61320989,Anirudh Rege,Regular,choudharyvrinda@example.org,918711240437,611718,2023,Qtr 3,July,1,6
"H.No. 65, Kapoor Path, New Delhi 823047",Faridabad,1460.86,90586029,Aarini Ray,Regular,vamakshi98@example.net,917655138584,792664,2024,Qtr 3,July,30,19
"H.No. 65, Ratti Circle, Nellore-187667",Nagercoil,1494,7591711,Triya Kakar,Regular,xshetty@example.net,913247466748,792550,2024,Qtr 1,January,30,12
"H.No. 66
Goyal, Noida 071135",Karaikudi,1239.42,22915611,Rishi Minhas,Regular,watikamemon@example.com,915847912085,515734,2023,Qtr 3,August,6,10
"H.No. 66
Kade Ganj
Bhiwani 535411",Imphal,1980.66,81183415,Rachita Char,Regular,tejas00@example.com,910674233951,593985,2024,Qtr 1,January,31,19
"H.No. 66
Mahajan Chowk, Yamunanagar 911948",Kirari Suleman Nagar,1172.32,3786105,Ojas Sankaran,New,jyoti35@example.net,918374055039,288478,2024,Qtr 2,June,2,13
"H.No. 66
Rout Path
Kulti 733466",Guna,1590.36,10951674,Anmol Lad,Inactive,charlesmander@example.com,912894314853,284622,2023,Qtr 2,April,23,4
"H.No. 66, Apte Circle
Thanjavur 408860",Morbi,543.84,50080663,Adweta Bumb,Inactive,tandonbina@example.net,919210267702,585542,2024,Qtr 4,October,6,10
"H.No. 66, D’Alia Zila
Muzaffarpur-364745",Farrukhabad,1200.18,37556526,Anjali Varkey,Inactive,triveni48@example.org,916293872154,243420,2024,Qtr 2,June,14,18
"H.No. 66, Kumer Street
Bongaigaon 699438",Junagadh,1390.84,53782978,Laban Baria,New,mohinihari@example.net,913191651115,690652,2024,Qtr 3,August,5,10
"H.No. 66, Malhotra Zila
Mangalore-435105",Satara,1433.81,83155219,Yauvani Chanda,Inactive,ijayavasa@example.net,912774870676,88020,2024,Qtr 1,February,18,5
"H.No. 66, Walia Street, Thoothukudi-930293",Dhanbad,1358.51,34768050,Ekalinga Dixit,Inactive,ojas67@example.com,912167772234,35987,2023,Qtr 4,November,21,17
"H.No. 660
Krishna Path, Mango-105239",Miryalaguda,1414.63,55170753,Praneel Nagy,Inactive,gchauhan@example.net,910044121348,951611,2024,Qtr 2,May,27,19
"H.No. 660
Saha Nagar, Bhiwani-793040",Guntakal,1879.61,74352908,Ishaan Chad,Inactive,wishinagarajan@example.com,914607411992,653024,2024,Qtr 1,March,31,13
"H.No. 661, Dora Street
Surat 406513",Guwahati,444.89,13760839,Anvi Savant,Premium,yashvi72@example.org,914497088467,412928,2023,Qtr 3,August,23,17
"H.No. 661, Kapadia Circle, Giridih-658125",Pallavaram,1914.18,72415263,Dakshesh Varughese,Regular,karansathvik@example.org,915872732352,624264,2023,Qtr 2,May,29,20
"H.No. 663, Badal Road, Dewas 856228",Pali,775.85,66655397,Hemal Grover,New,xalak59@example.org,917971360873,154251,2023,Qtr 2,April,23,5
"H.No. 668, Rama Chowk
Tiruchirappalli-877111",Meerut,769.13,10694081,Faris Raval,Regular,neel30@example.net,912433385418,568324,2023,Qtr 4,October,2,16
"H.No. 67, Basu Chowk, Deoghar-929341",Vellore,1994.7,66629497,Widisha Kaur,Regular,vihaanchanda@example.org,913282859116,229594,2023,Qtr 2,April,26,7
"H.No. 67, Sahota Circle
Kolkata-000516",Panihati,1466.45,2233446,Wakeeta Pillay,New,handayashvi@example.com,918165594840,125919,2023,Qtr 4,December,27,6
"H.No. 67, Salvi Nagar
Ulhasnagar 922156",Bihar Sharif,307.65,9097480,Hamsini Verma,Premium,vartyekiya@example.org,914481077678,207496,2023,Qtr 4,December,21,18
"H.No. 671, Doctor Chowk, Saharanpur 270113",Bokaro,248.21,71235336,Gabriel Sawhney,Regular,chahalsamuel@example.net,911821918243,551761,2024,Qtr 1,January,30,16
"H.No. 673
Batta Road, Yamunanagar-314202",Shivpuri,866.2,83577942,Oviya Rau,New,suhanipandit@example.net,919202449944,33088,2024,Qtr 3,August,11,16
"H.No. 674
Narula Street, Nagercoil 295923",South Dumdum,1700.56,82322028,Reyansh Sinha,New,venkateshdamyanti@example.org,913360950116,718072,2023,Qtr 3,July,16,6
"H.No. 68
Bakshi Marg, Sasaram 557143",Kavali,1381.21,97873848,Ladli Johal,Regular,csant@example.com,910734780490,764984,2023,Qtr 4,October,23,18
"H.No. 68
Kohli
Suryapet 129805",Kottayam,1079.81,58505903,Harinakshi Sibal,New,borabarkha@example.org,919143791748,289118,2024,Qtr 1,January,22,18
"H.No. 68
Tank Circle
Kolhapur 888923",Visakhapatnam,736.62,54877984,Ubika Basak,Inactive,ayaan26@example.org,917511501464,784114,2023,Qtr 2,May,9,14
"H.No. 68, Bajaj Road
Dehri 969139",Pimpri-Chinchwad,1474.41,50650215,Isaac Samra,New,aashi06@example.net,914073322680,550671,2023,Qtr 4,November,16,12
"H.No. 68, Gaba Road
Khandwa 040880",Asansol,763.1,83298567,Vansha Kuruvilla,Premium,xalak62@example.com,912910638833,149383,2024,Qtr 4,October,2,14
"H.No. 68, Gade Chowk
Siliguri-878991",Bihar Sharif,701.55,50572914,Ishani Mukherjee,Regular,shivani15@example.net,916128520461,654429,2023,Qtr 4,October,21,20
"H.No. 68, Kothari Marg
Gudivada-450590",Kishanganj,1146.39,82700270,Hemal Bhavsar,New,karanbhatnagar@example.org,919434385164,701245,2024,Qtr 3,August,17,10
"H.No. 68, Tara Road, Surendranagar Dudhrej 454893",Amravati,514.06,5700842,Waida Trivedi,Regular,garimashere@example.net,918580013945,864006,2024,Qtr 3,September,11,3
"H.No. 680, Raghavan Zila
Ballia-415317",Mysore,851.79,40841791,Krishna Chahal,New,teerth57@example.org,916881678668,227417,2023,Qtr 2,June,26,4
"H.No. 687, Seshadri Street
Ajmer-267864",Kamarhati,1262.44,24496983,Vasana Sen,Regular,hseshadri@example.org,913695033990,185526,2023,Qtr 4,December,4,17
"H.No. 688, Mannan Chowk, Nizamabad 675490",South Dumdum,343.23,22524981,Samar Sengupta,New,ipant@example.org,913459525429,907188,2023,Qtr 4,October,28,14
"H.No. 689
Tara Chowk
Phagwara-194850",Bhiwani,1725.79,70179018,Sai Brar,New,shaoni@example.net,916854861520,759090,2024,Qtr 3,September,11,5
"H.No. 69
Sankaran Marg
Adoni 056161",North Dumdum,466.48,95018817,Ucchal Bajaj,Inactive,vpathak@example.net,917965454166,112162,2024,Qtr 2,June,4,19
"H.No. 69, Kadakia Chowk
Bilaspur-453013",Dindigul,1872.09,27709218,Ryan Dhingra,Regular,rthaman@example.org,917199410362,36144,2024,Qtr 2,April,26,18
"H.No. 69, Mangal Zila
Sikar-669273",Jamshedpur,1137.61,87059497,Abeer Merchant,Regular,peterkuruvilla@example.net,910387963526,771247,2024,Qtr 1,February,9,5
